SUB_TYPE,SUB_TYPE_DESC,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,ADDRESS,URL,LAST_UPDATED,LATITUDE,LONGITUDE,NEIGHBORHOOD
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,2412 NOVA AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600177,09/08/2017 12:00:00 AM +0000,39.1309711,-84.60607809,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,RENEWAL ,Renewal of Previous Year Registration,,1437 AMBROSE AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600099,09/08/2017 12:00:00 AM +0000,39.20054318,-84.54354243,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,8040 KNOLLWOOD LN                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500856,09/08/2017 12:00:00 AM +0000,39.21517191,-84.53343693,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,4205 DANE AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500796,09/08/2017 12:00:00 AM +0000,39.16348317,-84.53296455,NORTHSIDE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,533 ROSEMONT AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500808,09/08/2017 12:00:00 AM +0000,39.10307563,-84.58452404,WEST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,6011 CLEPHANE AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500628,09/08/2017 12:00:00 AM +0000,39.15625735,-84.39178793,MADISONVILLE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3864 READING RD                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500723,09/08/2017 12:00:00 AM +0000,39.15427414,-84.48175335,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,805 RIDGEWAY AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500587,09/08/2017 12:00:00 AM +0000,39.13944163,-84.49087105,AVONDALE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,915 WELLS ST                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500593,09/08/2017 12:00:00 AM +0000,39.10787914,-84.56981188,EAST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,1409 BEECH AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500395,09/08/2017 12:00:00 AM +0000,39.11908987,-84.57702731,EAST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3215 BUELL ST                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500393,09/08/2017 12:00:00 AM +0000,39.14374912,-84.61623736,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,6133 SUNRIDGE DR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500340,09/08/2017 12:00:00 AM +0000,39.2009582,-84.52928404,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,131 73RD ST                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500257,09/08/2017 12:00:00 AM +0000,39.19711303,-84.48050887,CARTHAGE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,5310 FOX RD                          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500088,09/08/2017 12:00:00 AM +0000,39.18672679,-84.57753402,MT. AIRY
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,6208 PRENTICE ST                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400718,09/08/2017 12:00:00 AM +0000,39.15949852,-84.38888739,MADISONVILLE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,4706 WINTON RD                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400139,09/08/2017 12:00:00 AM +0000,39.17545485,-84.51926439,SPRING GROVE VILLAGE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,2837 WESTKNOLLS LN                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300396,09/08/2017 12:00:00 AM +0000,39.13757762,-84.57600415,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1134 LOIS DR                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700561,09/08/2017 12:00:00 AM +0000,39.18115269,-84.47802653,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,7440 FAIRPARK AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700559,09/08/2017 12:00:00 AM +0000,39.19891815,-84.47659611,CARTHAGE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,771 DERBY AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700329,09/08/2017 12:00:00 AM +0000,39.17110209,-84.51956976,SPRING GROVE VILLAGE
FORECLOS,FORECLOSED PROPERTY,RENEWAL ,Renewal of Previous Year Registration,,1416 ANTOINETTE AV                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600778,09/08/2017 12:00:00 AM +0000,39.07824648,-84.37594954,MT. WASHINGTON
FORECLOS,FORECLOSED PROPERTY,RENEWAL ,Renewal of Previous Year Registration,,1181 WEST WY                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600705,09/08/2017 12:00:00 AM +0000,39.19553782,-84.53894625,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,RENEWAL ,Renewal of Previous Year Registration,,231 DORCHESTER AV                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600650,09/08/2017 12:00:00 AM +0000,39.11770571,-84.50751643,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,RENEWAL ,Renewal of Previous Year Registration,,1438 BEAVERTON AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600287,09/08/2017 12:00:00 AM +0000,39.19557903,-84.46477061,ROSELAWN
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,5479 HOKEL LN                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500177,09/08/2017 12:00:00 AM +0000,39.10590459,-84.38910139,MT. WASHINGTON
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,4369 CAPPEL DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400708,09/08/2017 12:00:00 AM +0000,39.10495499,-84.59650449,WEST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,1953 CONNECTICUT AV                  ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400614,09/08/2017 12:00:00 AM +0000,39.20028826,-84.55734655,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,343 EARNSHAW AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400277,09/08/2017 12:00:00 AM +0000,39.12057738,-84.50201736,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,3457 HALLWOOD PL                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700028,09/07/2017 12:00:00 AM +0000,39.14220592,-84.4970117,AVONDALE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,253 BODMANN AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600949,09/07/2017 12:00:00 AM +0000,39.11832748,-84.50650121,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,541 CHANNING ST                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600521,09/07/2017 12:00:00 AM +0000,39.11586303,-84.50465411,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,98 BONNIEVIEW LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600194,09/07/2017 12:00:00 AM +0000,39.15215628,-84.50621465,AVONDALE
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,31 KESSLER AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500629,09/07/2017 12:00:00 AM +0000,39.1629437,-84.50495272,CLIFTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,113 GAGE ST                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400163,09/07/2017 12:00:00 AM +0000,39.12015579,-84.51335424,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,2538 WESTWOOD NORTHERN BLVD          ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700417,09/06/2017 12:00:00 AM +0000,39.14857979,-84.58212053,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,2473 SATURN ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700210,09/05/2017 12:00:00 AM +0000,39.12937089,-84.56095221,SOUTH FAIRMOUNT
FORECLOS,FORECLOSED PROPERTY,CIVIL-NR,Vacant - Not Registered - Civil Fine Pending,OPEN,3714 CHARLOE CT                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600645,09/05/2017 12:00:00 AM +0000,39.16746616,-84.41745862,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,682 GREENWOOD AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600375,09/01/2017 12:00:00 AM +0000,39.15335788,-84.48971319,AVONDALE
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,2556 WARSAW AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600345,09/01/2017 12:00:00 AM +0000,39.10989127,-84.55845672,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6918 MERWIN AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700554,08/31/2017 12:00:00 AM +0000,39.15298029,-84.37628615,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1420 JOSEPH ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700553,08/31/2017 12:00:00 AM +0000,39.17309407,-84.47356936,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2946 DOUGLAS TER                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700551,08/31/2017 12:00:00 AM +0000,39.17889062,-84.43284751,PLEASANT RIDGE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1510 JOSEPH ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700549,08/31/2017 12:00:00 AM +0000,39.1730694,-84.47179045,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3569 BOGART AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700545,08/31/2017 12:00:00 AM +0000,39.14709705,-84.49222704,AVONDALE
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1326 YARMOUTH AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600133,08/31/2017 12:00:00 AM +0000,39.17395362,-84.47470138,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2025 VINE ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700529,08/30/2017 12:00:00 AM +0000,39.11949994,-84.51774595,CUF
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2930 HACKBERRY ST                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700502,08/30/2017 12:00:00 AM +0000,39.13072023,-84.47443932,EAST WALNUT HILLS
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,6915 VINE ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700460,08/30/2017 12:00:00 AM +0000,39.19310664,-84.4817688,CARTHAGE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1543 JONATHAN AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700196,08/30/2017 12:00:00 AM +0000,39.14265825,-84.47622405,EVANSTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,6419 ERIE AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600415,08/30/2017 12:00:00 AM +0000,39.15722347,-84.385246,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,2215 SHASTA PL                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700544,08/29/2017 12:00:00 AM +0000,39.13251581,-84.57540334,WESTWOOD
FORECLOS,VFPR Second Year Registration,CIVIL-NM,Vacant - Not Maintained - Civil Fine Pending,OPEN,5974 BELMONT AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700060,08/29/2017 12:00:00 AM +0000,39.19929529,-84.55851753,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CIVIL-NM,Vacant - Not Maintained - Civil Fine Pending,OPEN,992 EBONY LN                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600912,08/29/2017 12:00:00 AM +0000,39.20116183,-84.52658972,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,6326 MEIS AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600587,08/29/2017 12:00:00 AM +0000,39.20662287,-84.55276309,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1015 RUTLEDGE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600545,08/29/2017 12:00:00 AM +0000,39.11095347,-84.58827214,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,6104 TAHITI DR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600540,08/29/2017 12:00:00 AM +0000,39.20012779,-84.53091191,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,5719 LANTANA AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600252,08/29/2017 12:00:00 AM +0000,39.19576657,-84.54264819,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1093 ARCHLAND DR                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600853,08/25/2017 12:00:00 AM +0000,39.20982277,-84.5307298,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1167 HOLLYWOOD AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600737,08/25/2017 12:00:00 AM +0000,39.20763918,-84.53403782,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,320 GLENWOOD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600588,08/25/2017 12:00:00 AM +0000,39.15245089,-84.49949314,AVONDALE
