SUB_TYPE,SUB_TYPE_DESC,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,ADDRESS,URL,LAST_UPDATED,LATITUDE,LONGITUDE,NEIGHBORHOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,5726 ADELPHI ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700275,06/28/2017 12:00:00 AM +0000,39.15328876,-84.39665664,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,5712 HAMILTON AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700203,06/27/2017 12:00:00 AM +0000,39.19480154,-84.54551422,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,3632 MADISON RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600828,06/27/2017 12:00:00 AM +0000,39.16010951,-84.4180869,OAKLEY
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,282 BODMANN AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600517,06/27/2017 12:00:00 AM +0000,39.11860704,-84.50542332,MT. AUBURN
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5773 WILLOWCOVE DR                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700445,06/26/2017 12:00:00 AM +0000,39.20152007,-84.56545863,MT. AIRY
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3053 WESTKNOLLS LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700444,06/26/2017 12:00:00 AM +0000,39.1424694,-84.57551731,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5027 LACONIA AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700443,06/26/2017 12:00:00 AM +0000,39.17760752,-84.46102549,BOND HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,7315 GRACELY DR                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600312,06/23/2017 12:00:00 AM +0000,39.12578925,-84.70340293,SAYLER PARK
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2903 WARDALL AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700439,06/22/2017 12:00:00 AM +0000,39.1563463,-84.59509537,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,2714 RUBERG AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700362,06/22/2017 12:00:00 AM +0000,39.1345788,-84.57153938,EAST WESTWOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,6606 LEBANON ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700265,06/22/2017 12:00:00 AM +0000,39.18928363,-84.48322433,CARTHAGE
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1033 TENNESSEE AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700095,06/22/2017 12:00:00 AM +0000,39.16830007,-84.4802755,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,5735 COLERAIN AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600777,06/22/2017 12:00:00 AM +0000,39.1983191,-84.57845923,MT. AIRY
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,6028 TAHITI DR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700375,06/21/2017 12:00:00 AM +0000,39.19754939,-84.53104561,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1197 LYNNEBROOK DR                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600714,06/21/2017 12:00:00 AM +0000,39.19699779,-84.5393204,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1154 LYNNEBROOK DR                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600519,06/21/2017 12:00:00 AM +0000,39.1970347,-84.53753202,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5986 SUNRIDGE DR                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600349,06/21/2017 12:00:00 AM +0000,39.1982945,-84.52895649,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3200 DAY CT                          ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700437,06/20/2017 12:00:00 AM +0000,39.13844026,-84.60628772,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2704 MORROW PL                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700435,06/20/2017 12:00:00 AM +0000,39.10869918,-84.55784725,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,1214 WESSELS AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700357,06/20/2017 12:00:00 AM +0000,39.11450307,-84.57182942,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1168 TOWANDA TER                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700032,06/20/2017 12:00:00 AM +0000,39.18548983,-84.47717819,BOND HILL
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,3177 WEST TOWER LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700258,06/19/2017 12:00:00 AM +0000,39.13213571,-84.60894105,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,705 TRENTON AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700190,06/19/2017 12:00:00 AM +0000,39.10582758,-84.58924795,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,272 MYSTIC AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700153,06/19/2017 12:00:00 AM +0000,39.20966011,-84.46650239,HARTWELL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,6265 DAWES LN                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600281,06/19/2017 12:00:00 AM +0000,39.08126116,-84.38546594,MT. WASHINGTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1023 CUTTER ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600117,06/19/2017 12:00:00 AM +0000,39.10589641,-84.52598115,WEST END
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,3251 WOLSELEY LN                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700227,06/16/2017 12:00:00 AM +0000,39.13946846,-84.49633796,AVONDALE
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,1014 ACADEMY AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600941,06/16/2017 12:00:00 AM +0000,39.11033002,-84.57849596,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,123 EHRMAN AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600926,06/16/2017 12:00:00 AM +0000,39.1492588,-84.50526783,AVONDALE
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,836 WINDHAM AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600669,06/16/2017 12:00:00 AM +0000,39.14348258,-84.48984634,AVONDALE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3579 BOGART AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600032,06/16/2017 12:00:00 AM +0000,39.1475066,-84.49220691,AVONDALE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,70 WOODSDALE AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700429,06/14/2017 12:00:00 AM +0000,39.2148341,-84.47038939,HARTWELL
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,660 STATE AV                        ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700338,06/14/2017 12:00:00 AM +0000,39.10260877,-84.55376365,LOWER PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1252 GILSEY AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700428,06/13/2017 12:00:00 AM +0000,39.1161598,-84.58083641,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,427 13TH ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700414,06/13/2017 12:00:00 AM +0000,39.11034153,-84.507271,PENDLETON
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,2838 MONTANA AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700322,06/13/2017 12:00:00 AM +0000,39.14956475,-84.59102751,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,3202 MANNING AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600734,06/13/2017 12:00:00 AM +0000,39.14495846,-84.60729067,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6620 ROE ST                          ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700425,06/12/2017 12:00:00 AM +0000,39.15520247,-84.38337174,MADISONVILLE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1530 BEAVERTON AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700424,06/12/2017 12:00:00 AM +0000,39.19554462,-84.46323439,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6844 LE CONTE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700423,06/12/2017 12:00:00 AM +0000,39.07503582,-84.3720624,MT. WASHINGTON
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5810 PANDORA AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700421,06/12/2017 12:00:00 AM +0000,39.17744503,-84.42581093,PLEASANT RIDGE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1821 GREENBRIAR PL                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700422,06/12/2017 12:00:00 AM +0000,39.19466301,-84.45771112,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,5623 FOXGLOVE LN                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700217,06/12/2017 12:00:00 AM +0000,39.19635908,-84.57380586,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3629 EATON LN                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400308,06/12/2017 12:00:00 AM +0000,39.15186044,-84.49087357,AVONDALE
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,7235 SCOTTWOOD AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600313,06/08/2017 12:00:00 AM +0000,39.19450438,-84.46173714,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3169 WEST TOWER LN                   ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700418,06/07/2017 12:00:00 AM +0000,39.13186584,-84.60867906,WESTWOOD
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1325 RYLAND AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600585,06/07/2017 12:00:00 AM +0000,39.17826102,-84.47446958,BOND HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1537 DIXMONT AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600451,06/07/2017 12:00:00 AM +0000,39.13726429,-84.47832935,EVANSTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,5442 FOX RD                          ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600382,06/07/2017 12:00:00 AM +0000,39.19084165,-84.57687575,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,5203 PONDEROSA DR                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500789,06/07/2017 12:00:00 AM +0000,39.18446219,-84.5753215,MT. AIRY
FORECLOS,Foreclosed Property,REGISTRD,Vacant - Registered Vacant,OPEN,8426 ANTHONY WAYNE AV,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500719,01/11/2018 12:00:00 AM +0000,39.21612903,-84.46219995,HARTWELL
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,1849 KNOX ST                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700342,06/06/2017 12:00:00 AM +0000,39.12927357,-84.55684498,SOUTH FAIRMOUNT
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,2456 HEARTHSTEAD LN                  ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700334,06/06/2017 12:00:00 AM +0000,39.2014287,-84.57104703,MT. AIRY
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1925 LAWN AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700069,06/06/2017 12:00:00 AM +0000,39.16992948,-84.46147805,BOND HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,5203 NEWFIELD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600884,06/06/2017 12:00:00 AM +0000,39.17939553,-84.4636124,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1870 YORKTOWN RD                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500265,06/06/2017 12:00:00 AM +0000,39.1839347,-84.45941653,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3952 WARWICK AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700412,06/05/2017 12:00:00 AM +0000,39.15853079,-84.49185972,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,31 GALBRAITH RD                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700408,06/05/2017 12:00:00 AM +0000,39.21207897,-84.47268791,HARTWELL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4020 JAMESTOWN ST                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700409,06/05/2017 12:00:00 AM +0000,39.10976657,-84.58433104,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1035 RUTLEDGE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600771,06/05/2017 12:00:00 AM +0000,39.11155383,-84.58818068,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,7659 BITTEROOT LN                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600729,06/05/2017 12:00:00 AM +0000,39.21243192,-84.5338589,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,3054 VEAZEY AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600191,06/05/2017 12:00:00 AM +0000,39.13204322,-84.60314813,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,129 HEREFORD ST                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500896,06/02/2017 12:00:00 AM +0000,39.21627244,-84.46767957,HARTWELL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3821 ZINSLE AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400400,06/02/2017 12:00:00 AM +0000,39.18538178,-84.40652132,KENNEDY HEIGHTS
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2475 RIVERSIDE DR                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700382,05/31/2017 12:00:00 AM +0000,39.12411771,-84.46281991,EAST END
FORECLOS,FORECLOSED PROPERTY,VOID    ,Case Voided,CLOS,1214 WESSELS AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700373,05/31/2017 12:00:00 AM +0000,39.11450307,-84.57182942,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,RENEWAL ,Renewal of Previous Year Registration,,2069 TERALTA CIR                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600487,05/31/2017 12:00:00 AM +0000,39.13758652,-84.56689893,NORTH FAIRMOUNT
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2896 MARKBREIT AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1400574,05/31/2017 12:00:00 AM +0000,39.15193857,-84.43482939,OAKLEY
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,3816 DAVORAN ST                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700343,05/25/2017 12:00:00 AM +0000,39.11882955,-84.57546131,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,3950 RED BUD AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700317,05/25/2017 12:00:00 AM +0000,39.15751336,-84.48905478,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,6517 CRAIGLAND CT                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700236,05/25/2017 12:00:00 AM +0000,39.07865837,-84.3781556,MT. WASHINGTON
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1810 BERKLEY AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700033,05/25/2017 12:00:00 AM +0000,39.17226695,-84.46437641,BOND HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,696 RIDDLE RD                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600861,05/25/2017 12:00:00 AM +0000,39.13739609,-84.52964651,CUF
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1218 CAROLINA AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600181,05/25/2017 12:00:00 AM +0000,39.17558717,-84.47698778,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1339 CALIFORNIA AV                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500316,05/25/2017 12:00:00 AM +0000,39.17593825,-84.47411146,BOND HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4800 GLENWAY AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700378,05/24/2017 12:00:00 AM +0000,39.11692987,-84.59723163,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,1312 COVEDALE AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600604,05/24/2017 12:00:00 AM +0000,39.11918306,-84.60670873,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,484 CRESTLINE AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500496,05/24/2017 12:00:00 AM +0000,39.10053508,-84.56720959,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,7649 CASTLETON PL                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700349,05/23/2017 12:00:00 AM +0000,39.20068986,-84.46314876,ROSELAWN
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,37 HARTWELL CT                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700340,05/23/2017 12:00:00 AM +0000,39.20932611,-84.47275179,HARTWELL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,1172 MOSSWOOD CT                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600849,05/23/2017 12:00:00 AM +0000,39.2099091,-84.53395529,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,110 WILDWOOD AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600774,05/23/2017 12:00:00 AM +0000,39.20820051,-84.47240601,HARTWELL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1638 TUXWORTH AV                     ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700366,05/22/2017 12:00:00 AM +0000,39.11972502,-84.59681434,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3937 CASS AV                         ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700363,05/18/2017 12:00:00 AM +0000,39.15894793,-84.55406229,SOUTH CUMMINSVILLE
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6028 TAHITI DR                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700359,05/18/2017 12:00:00 AM +0000,39.19754939,-84.53104561,COLLEGE HILL
FORECLOS,FORECLOSED PROPERTY,CLOSE-V ,Case Closed - Building Vacant,CLOS,2323 KENTON ST                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700200,05/18/2017 12:00:00 AM +0000,39.12342549,-84.49468026,WALNUT HILLS
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,4550 EASTERN AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700287,05/17/2017 12:00:00 AM +0000,39.11626553,-84.42022616,LINWOOD
FORECLOS,FORECLOSED PROPERTY,CLOSE-O ,Case Closed - Building Occupied,CLOS,5637 LITTLE FLOWER AV                ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600946,05/17/2017 12:00:00 AM +0000,39.19748481,-84.57136136,MT. AIRY
FORECLOS,FORECLOSED PROPERTY,REGISTRD,Vacant - Registered Vacant,OPEN,1929 FAIRMOUNT AV                    ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1600426,05/17/2017 12:00:00 AM +0000,39.13028435,-84.55993171,SOUTH FAIRMOUNT
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1848 WEST FORK RD                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500684,05/17/2017 12:00:00 AM +0000,39.16085848,-84.56339592,MT. AIRY
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,4760 GUERLEY RD                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700351,05/16/2017 12:00:00 AM +0000,39.11851093,-84.59484965,WEST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1418 LUDLOW PL                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700350,05/16/2017 12:00:00 AM +0000,39.16251251,-84.534912,NORTHSIDE
FORECLOS,FORECLOSED PROPERTY,CIVIL-NR,Vacant - Not Registered - Civil Fine Pending,OPEN,746 ENRIGHT AV                      ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700197,05/16/2017 12:00:00 AM +0000,39.10570284,-84.57310357,EAST PRICE HILL
FORECLOS,FORECLOSED PROPERTY,CIVIL-NR,Vacant - Not Registered - Civil Fine Pending,OPEN,2610 OCOSTA AV                       ,http://cagismaps.hamilton-co.org/PropertyActivity/CagisReport?APD=VFP1700188,05/16/2017 12:00:00 AM +0000,39.14105701,-84.58642251,WESTWOOD
